HITId,AssignmentId,WorkerId,source,summary_id,base_A_id,candidate_id,candidate_distinct,role,slot,faith,info,reason,work_seconds
3J6BHNX0UAO6C15MA2GKZ5SKI2ONKU,33TIN5LC066JTOO33938FW8FF3F9YH,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,84,27,13,True,candidate,A,0.75,0.75,Mostly gets it but does it in the process of carpet bombing and meandering too much in the process.,1326
3J6BHNX0UAO6C15MA2GKZ5SKI2ONKU,33TIN5LC066JTOO33938FW8FF3F9YH,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,84,27,13,True,base_B,B,0.75,0.5,,1326
3J6BHNX0UAO6C15MA2GKZ5SKI2ONKU,33TIN5LC066JTOO33938FW8FF3F9YH,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,84,27,13,True,base_A,third,0.5,0.75,,1326
3S1WOPCJFHP77BMRZIDP83YYPLNJE2,333U7HK6IBB51P6LTP77R5CHSJKJDA,AE861G0AY5RGT,FINAL_random_prompts_64_base,87,30,6,True,base_A,A,0.5,0.5,It reiterated the general prompt and expanded did not follow prompt.,44650
3S1WOPCJFHP77BMRZIDP83YYPLNJE2,333U7HK6IBB51P6LTP77R5CHSJKJDA,AE861G0AY5RGT,FINAL_random_prompts_64_base,87,30,6,True,base_B,B,1.0,1.0,,44650
3S1WOPCJFHP77BMRZIDP83YYPLNJE2,333U7HK6IBB51P6LTP77R5CHSJKJDA,AE861G0AY5RGT,FINAL_random_prompts_64_base,87,30,6,True,candidate,third,0.75,0.75,,44650
3OPLMF3EU6JHW7N4V2SLE55Z72TNLX,3ZAZR5XV03ELWC5BBFFIVTIPQHLZCB,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,95,48,19,True,candidate,A,1.0,1.0,Embraces the prompt and creates a very deep through plot without straying.,1658
3OPLMF3EU6JHW7N4V2SLE55Z72TNLX,3ZAZR5XV03ELWC5BBFFIVTIPQHLZCB,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,95,48,19,True,base_B,B,0.75,0.25,,1658
3OPLMF3EU6JHW7N4V2SLE55Z72TNLX,3ZAZR5XV03ELWC5BBFFIVTIPQHLZCB,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,95,48,19,True,base_A,third,0.25,0.5,,1658
3TUOHPJXYIT2JVD71MMWLIDD7N7XWK,3UOUJI6MTFASDBMWWOCXSEOKPHUUXJ,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,68,4,35,True,base_A,A,0.0,0.25,Almost a random response that listens to none of the prompt.,2108
3TUOHPJXYIT2JVD71MMWLIDD7N7XWK,3UOUJI6MTFASDBMWWOCXSEOKPHUUXJ,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,68,4,35,True,base_B,B,0.25,0.25,,2108
3TUOHPJXYIT2JVD71MMWLIDD7N7XWK,3UOUJI6MTFASDBMWWOCXSEOKPHUUXJ,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,68,4,35,True,candidate,third,0.75,0.25,,2108
3AXFSPQOYRUZDPMNUTXVQLJY1M2JFK,33IZTU6J83XCYYUS7JHXDD6W4K9SX1,AE861G0AY5RGT,FINAL_random_prompts_64_base,83,25,49,True,base_A,A,0.5,0.5,It is only generally on topic.,43289
3AXFSPQOYRUZDPMNUTXVQLJY1M2JFK,33IZTU6J83XCYYUS7JHXDD6W4K9SX1,AE861G0AY5RGT,FINAL_random_prompts_64_base,83,25,49,True,candidate,B,0.5,0.5,,43289
3AXFSPQOYRUZDPMNUTXVQLJY1M2JFK,33IZTU6J83XCYYUS7JHXDD6W4K9SX1,AE861G0AY5RGT,FINAL_random_prompts_64_base,83,25,49,True,base_B,third,0.0,0.0,,43289
37ZQELHEQ1U12P5PVET0EIKO77JNMZ,3ATTHHXXWCKN4KRW27NJ9B09VM7XIE,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,76,13,34,True,base_B,A,0.5,0.25,Just overall entirely too vague to even entertain being specific enough.,633
37ZQELHEQ1U12P5PVET0EIKO77JNMZ,3ATTHHXXWCKN4KRW27NJ9B09VM7XIE,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,76,13,34,True,base_A,B,0.75,1.0,,633
37ZQELHEQ1U12P5PVET0EIKO77JNMZ,3ATTHHXXWCKN4KRW27NJ9B09VM7XIE,A32CMQGGTSUK6Z,FINAL_random_prompts_64_base,76,13,34,True,candidate,third,0.25,0.5,,633
3ZQX1VYFTE14ZL3X2SJUOPJYDCZ8OB,3180JW2OT68AXCRSEJPOTTOPF2MJ52,AE861G0AY5RGT,FINAL_random_prompts_64_base,71,7,57,True,candidate,A,0.25,0.25,The base prompt is just character bios nothing explaining alignment.,1841
3ZQX1VYFTE14ZL3X2SJUOPJYDCZ8OB,3180JW2OT68AXCRSEJPOTTOPF2MJ52,AE861G0AY5RGT,FINAL_random_prompts_64_base,71,7,57,True,base_A,B,0.5,0.5,,1841
3ZQX1VYFTE14ZL3X2SJUOPJYDCZ8OB,3180JW2OT68AXCRSEJPOTTOPF2MJ52,AE861G0AY5RGT,FINAL_random_prompts_64_base,71,7,57,True,base_B,third,1.0,1.0,,1841
3ZC62PVYDI6H8VIXBRIIN1RKGPDXXD,3C2NJ6JBKCDEH5ZQBYFIOT2U5D1N2D,A2K2T23JWSB8R4,FINAL_story_prompts_64_base,83,24,28,True,base_B,A,0.5,0.5,General Prompt wants a analytical commentary on a any controversial media or social topic. Base Prompt A gives a specific comment and asks for comment.,336
3ZC62PVYDI6H8VIXBRIIN1RKGPDXXD,3C2NJ6JBKCDEH5ZQBYFIOT2U5D1N2D,A2K2T23JWSB8R4,FINAL_story_prompts_64_base,83,24,28,True,base_A,B,0.5,0.5,,336
3ZC62PVYDI6H8VIXBRIIN1RKGPDXXD,3C2NJ6JBKCDEH5ZQBYFIOT2U5D1N2D,A2K2T23JWSB8R4,FINAL_story_prompts_64_base,83,24,28,True,candidate,third,0.0,0.0,,336
3ZC62PVYDI6H8VIXBRIIN1RKGPDXXD,3SLE99ER0P92M7D5XFJNK9C78WLZB4,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,83,24,28,True,base_B,A,1.0,0.5,Gets the base topic down but strays a little too far,901
3ZC62PVYDI6H8VIXBRIIN1RKGPDXXD,3SLE99ER0P92M7D5XFJNK9C78WLZB4,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,83,24,28,True,base_A,B,0.5,0.25,,901
3ZC62PVYDI6H8VIXBRIIN1RKGPDXXD,3SLE99ER0P92M7D5XFJNK9C78WLZB4,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,83,24,28,True,candidate,third,0.75,0.75,,901
36QZ6V158A9HVA23CC184MBO7SUSU8,3C6FJU71TSPHDGC61KYZBSVTRNOUYP,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,81,22,3,True,candidate,A,0.5,0.5,Fairly difficult prompt to deal with but meanders too much while occasionally being in targetl,3921
36QZ6V158A9HVA23CC184MBO7SUSU8,3C6FJU71TSPHDGC61KYZBSVTRNOUYP,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,81,22,3,True,base_B,B,1.0,0.5,,3921
36QZ6V158A9HVA23CC184MBO7SUSU8,3C6FJU71TSPHDGC61KYZBSVTRNOUYP,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,81,22,3,True,base_A,third,0.5,0.25,,3921
36QZ6V158A9HVA23CC184MBO7SUSU8,3XC1O3LBOUIID4QII0JZCO7VZUDLTX,AE861G0AY5RGT,FINAL_story_prompts_64_base,81,22,3,True,candidate,A,1.0,1.0,It gies examples and references others ideas.,44261
36QZ6V158A9HVA23CC184MBO7SUSU8,3XC1O3LBOUIID4QII0JZCO7VZUDLTX,AE861G0AY5RGT,FINAL_story_prompts_64_base,81,22,3,True,base_B,B,1.0,1.0,,44261
36QZ6V158A9HVA23CC184MBO7SUSU8,3XC1O3LBOUIID4QII0JZCO7VZUDLTX,AE861G0AY5RGT,FINAL_story_prompts_64_base,81,22,3,True,base_A,third,0.5,0.5,,44261
3FVBZG9CLKACPFC73BBPB1GFISA0HT,3OVHNO1VE8XV14BPBBATFZ07BHXZDB,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,82,23,3,True,base_B,A,0.0,0.0,Painfully general open prompt and still isn't met.,3115
3FVBZG9CLKACPFC73BBPB1GFISA0HT,3OVHNO1VE8XV14BPBBATFZ07BHXZDB,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,82,23,3,True,candidate,B,0.25,0.5,,3115
3FVBZG9CLKACPFC73BBPB1GFISA0HT,3OVHNO1VE8XV14BPBBATFZ07BHXZDB,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,82,23,3,True,base_A,third,0.0,0.0,,3115
3FVBZG9CLKACPFC73BBPB1GFISA0HT,34X6J5FLPVUZQYAQYBDRR4JGBY9QJM,AE861G0AY5RGT,FINAL_story_prompts_64_base,82,23,3,True,base_B,A,0.75,0.75,The base prompt references themes of The Great Gatsby which is literary.,45202
3FVBZG9CLKACPFC73BBPB1GFISA0HT,34X6J5FLPVUZQYAQYBDRR4JGBY9QJM,AE861G0AY5RGT,FINAL_story_prompts_64_base,82,23,3,True,candidate,B,1.0,1.0,,45202
3FVBZG9CLKACPFC73BBPB1GFISA0HT,34X6J5FLPVUZQYAQYBDRR4JGBY9QJM,AE861G0AY5RGT,FINAL_story_prompts_64_base,82,23,3,True,base_A,third,0.5,0.5,,45202
3H4IKZHALCE7K7QP7F80RX9OCXTNNZ,34J10VATJHU3VNQKGTSRF34GYJKQIA,AE861G0AY5RGT,FINAL_story_prompts_64_base,91,36,7,True,base_B,A,1.0,1.0,A fairytale story that was quite creative.,44975
3H4IKZHALCE7K7QP7F80RX9OCXTNNZ,34J10VATJHU3VNQKGTSRF34GYJKQIA,AE861G0AY5RGT,FINAL_story_prompts_64_base,91,36,7,True,candidate,B,1.0,1.0,,44975
3H4IKZHALCE7K7QP7F80RX9OCXTNNZ,34J10VATJHU3VNQKGTSRF34GYJKQIA,AE861G0AY5RGT,FINAL_story_prompts_64_base,91,36,7,True,base_A,third,0.5,0.5,,44975
3BAWBGQGYMVVPR7BTZD25HHBYLQV7D,3U8YCDAGXRCSOS94C33L9Z4KDQ40QT,A1DVKS3R9SLQ1H,FINAL_story_prompts_64_base,65,1,35,True,base_B,A,0.75,1.0,It seems faithful as it compares few principles and situations that are forced to us and it is clearly informative giving us the history that we believe in.,682
3BAWBGQGYMVVPR7BTZD25HHBYLQV7D,3U8YCDAGXRCSOS94C33L9Z4KDQ40QT,A1DVKS3R9SLQ1H,FINAL_story_prompts_64_base,65,1,35,True,base_A,B,0.0,0.5,,682
3BAWBGQGYMVVPR7BTZD25HHBYLQV7D,3U8YCDAGXRCSOS94C33L9Z4KDQ40QT,A1DVKS3R9SLQ1H,FINAL_story_prompts_64_base,65,1,35,True,candidate,third,0.0,0.0,,682
37SOB9Z0STTAS3UUDJ865R7T2L2L3F,38JBBYETQQ6KQD10MDVNRL5JBZDE4S,A1XO6ONCCTBMKW,FINAL_story_prompts_64_base,66,3,17,True,base_A,A,0.75,0.5,in this discussion style and complete the unfinished sentence more analytically primary gender of the narrator infuse the narrative with layers of meaning context and child girl narrator in this prompt is very informative in this very useful for everyone.,5172
37SOB9Z0STTAS3UUDJ865R7T2L2L3F,38JBBYETQQ6KQD10MDVNRL5JBZDE4S,A1XO6ONCCTBMKW,FINAL_story_prompts_64_base,66,3,17,True,candidate,B,0.75,0.75,,5172
37SOB9Z0STTAS3UUDJ865R7T2L2L3F,38JBBYETQQ6KQD10MDVNRL5JBZDE4S,A1XO6ONCCTBMKW,FINAL_story_prompts_64_base,66,3,17,True,base_B,third,0.5,0.5,,5172
3HUR21WDDVL68087GN4K6FYTIV7XYJ,31QNSG6A5TP00Z9SB87U2NT7RYO78P,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,79,19,17,True,candidate,A,0.0,0.5,Difficult prompt to deal with but doesn't under the premise at all.,3736
3HUR21WDDVL68087GN4K6FYTIV7XYJ,31QNSG6A5TP00Z9SB87U2NT7RYO78P,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,79,19,17,True,base_B,B,0.25,0.75,,3736
3HUR21WDDVL68087GN4K6FYTIV7XYJ,31QNSG6A5TP00Z9SB87U2NT7RYO78P,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,79,19,17,True,base_A,third,0.75,0.75,,3736
3JVP4ZJHDQOCLANR9TTABDHUI5P0IM,3Z4GS9HPNX6W0L4913FOONXCGEI772,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,92,38,7,True,candidate,A,0.25,0.25,Too generic and prefaces it outside the prompt way too much to be useful.,1465
3JVP4ZJHDQOCLANR9TTABDHUI5P0IM,3Z4GS9HPNX6W0L4913FOONXCGEI772,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,92,38,7,True,base_B,B,0.75,1.0,,1465
3JVP4ZJHDQOCLANR9TTABDHUI5P0IM,3Z4GS9HPNX6W0L4913FOONXCGEI772,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,92,38,7,True,base_A,third,1.0,0.5,,1465
3WKGUBL7S0IVAZDYDXDPFWZZGLYL40,3DY46V3X3RE2QDC7PHLUSJ5KY2S556,A2K2T23JWSB8R4,FINAL_story_prompts_64_base,67,4,17,True,base_B,A,0.5,0.5,Base Prompt A is asking for AI to create music and then describe the creative process. The General Prompt wants a creative and analytical piece about music.,233
3WKGUBL7S0IVAZDYDXDPFWZZGLYL40,3DY46V3X3RE2QDC7PHLUSJ5KY2S556,A2K2T23JWSB8R4,FINAL_story_prompts_64_base,67,4,17,True,candidate,B,0.5,0.75,,233
3WKGUBL7S0IVAZDYDXDPFWZZGLYL40,3DY46V3X3RE2QDC7PHLUSJ5KY2S556,A2K2T23JWSB8R4,FINAL_story_prompts_64_base,67,4,17,True,base_A,third,0.75,0.75,,233
3WKGUBL7S0IVAZDYDXDPFWZZGLYL40,3E47SOBEYSSZ1MG1BBRWVYFZV5KCIV,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,67,4,17,True,base_B,A,0.75,0.75,Expands on the hopelessly generic general prompt. Only slight marks for being a little short on detail.,3422
3WKGUBL7S0IVAZDYDXDPFWZZGLYL40,3E47SOBEYSSZ1MG1BBRWVYFZV5KCIV,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,67,4,17,True,candidate,B,0.5,0.5,,3422
3WKGUBL7S0IVAZDYDXDPFWZZGLYL40,3E47SOBEYSSZ1MG1BBRWVYFZV5KCIV,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,67,4,17,True,base_A,third,0.0,0.25,,3422
3ZFRE2BDQAA6DQICC963KM7VOPBXZA,3XXU1SWE8OR01C2NN76ZJZPF98IA0W,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,74,12,7,True,base_A,A,1.0,1.0,Well done precise prompt given very general vague guidelines which is what you usually look for in this situation.,3197
3ZFRE2BDQAA6DQICC963KM7VOPBXZA,3XXU1SWE8OR01C2NN76ZJZPF98IA0W,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,74,12,7,True,candidate,B,0.25,0.5,,3197
3ZFRE2BDQAA6DQICC963KM7VOPBXZA,3XXU1SWE8OR01C2NN76ZJZPF98IA0W,A32CMQGGTSUK6Z,FINAL_story_prompts_64_base,74,12,7,True,base_B,third,0.0,0.25,,3197
3ZFRE2BDQAA6DQICC963KM7VOPBXZA,36WLNQG78164BCM91S5AZZBPKQCBEA,AE861G0AY5RGT,FINAL_story_prompts_64_base,74,12,7,True,base_A,A,1.0,0.75,It was creative as requested.,10034
3ZFRE2BDQAA6DQICC963KM7VOPBXZA,36WLNQG78164BCM91S5AZZBPKQCBEA,AE861G0AY5RGT,FINAL_story_prompts_64_base,74,12,7,True,candidate,B,0.75,0.75,,10034
3ZFRE2BDQAA6DQICC963KM7VOPBXZA,36WLNQG78164BCM91S5AZZBPKQCBEA,AE861G0AY5RGT,FINAL_story_prompts_64_base,74,12,7,True,base_B,third,0.5,0.5,,10034
