id,source,instructions,student_1,student_2,student_3,student_4,student_5,student_6,student_7,student_8,student_9,student_10,student_11,student_12,student_13,student_14,student_15,student_16,student_17,student_18,student_19,student_20,student_21,student_22,student_23,student_24,student_25,student_26,student_27,student_28,student_29,student_30,student_31,student_32,student_33,student_34,student_35,student_36,student_37,student_38,student_39,student_40
25,CodeWorkout,"Write a function in Java that implements the following logic: Given three ints, a, b, and c, one of them is small, one is medium and one is large. Return true if the three values are evenly spaced, so the difference between small and medium is the same as the difference between medium and large.



##The solution of the given exercise is:
public boolean evenlySpaced(int a, int b, int c)
{
    if (a == b && b == c)
    {
        return true;
    }
    else if (a > b && b > c)
    {
        if (a - b == b - c)
        {
            return true;
        }
        return false;
    }
    else if (a > c && c > b)
    {
        if (a - c == c - b)
        {
            return true;
        }
        return false;
    }
    else if (b > c && c > a)
    {
        if (b - c == c - a)
        {
            return true;
        }
        return false;
    }
    else if (b > a && a > c)
    {
        if (b - a == a - c)
        {
            return true;
        }
        return false;
    }
    else if (c > a && a > b)
    {
        if (c - a == a - b)
        {
            return true;
        }
        return false;
    }
    else if (c > b && b > a)
    {
        if (c - b == b - a)
        {
            return true;
        }
        return false;
    }
    else
    {
        return false;
    }
}

",0.0,1.0,0.0,0.761905,0.52381,1.0,1.0,0.904762,1.0,1.0,0.761905,0.761905,1.0,1.0,1.0,0.0,0.857143,0.761905,0.0,0.761905,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6190479999999999,0.0,0.0,0.0,0.52381,0.904762,0.761905,0.0,0.0,0.761905,1.0,0.0,0.0
28,CodeWorkout,"Write a function in Java that implements the following logic: Given a string, return a string made of its first 2 chars. If the string length is less than 2, use '@' for the missing chars.



##The solution of the given exercise is:
public String atFirst(String str)
{
    if (str.length() > 1)
    {
    	return str.substring(0, 2);
    }
    else if (str.length() == 1)
    {
        return str.substring(0, 1) + ""@"";
    }
    else
    {
        return ""@@"";
    }
}

",0.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6,0.0,0.6,0.0,0.0,1.0,0.4,0.0,0.0,0.0
31,CodeWorkout,"Write a function in Java that implements the following logic: Given a string and an int n, return a string made of n repetitions of the last n characters of the string. You may assume that n is between 0 and the length of the string, inclusive.



##The solution of the given exercise is:
public String repeatEnd(String str, int n)
{
    int length = str.length();
    int i = 1;
    String rep = str.substring(length - n, length);
    while (i < n)
    {
        rep = rep + str.substring(length - n, length);
        i++;
    }
    return rep;
}

",0.272727,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.272727,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.636364,0.272727,0.0,1.0,0.0,0.272727,0.0,0.0,1.0,0.0,1.0,1.0,1.0
32,CodeWorkout,"Write a function in Java that implements the following logic: Given a string str and a non-empty word, return a version of the original string where all chars have been replaced by pluses (+), except for appearances of the word which are preserved unchanged.



##The solution of the given exercise is:
public String plusOut(String str, String word)
{
    String string = new String();
    int length = word.length();
    for (int i = 0; i < str.length() - length; i++)
    {
        if (str.substring(i, i + length).equals(word))
        {
            string = string + word;
            i = i + length - 1;
        }
        else
        {
            string = string + ""+"";
        }
    }
    if (str.substring(str.length() - length, 			str.length()).equals(word))
    {
        return string + word;
    }
    else if (str.substring(str.length() - length - 1, 			str.length()).equals(word + ""Z""))
    {
        return string + ""+"";
    }
    else if (length == 1)
    {
    	return string + ""+"";
    }
    else if (length == 2)
    {
    	return string + ""++"";
    }
    else
    {
    	return string + ""+++"";
    }
}

",0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
33,CodeWorkout,"Write a function in Java that implements the following logic: Given two strings, a and b, create a bigger string made of the first character of a, the first character of b, the second character of a, the second character of b, and so on. Any leftover characters go at the end of the result.



##The solution of the given exercise is:
public String mixString(String a, String b)
{
    int minl = Math.min(a.length(), b.length());
    String string = new String();
    for (int i = 0;  i < minl; i++)
    {
        string = string + a.substring(i, i + 1) + b.substring(i, i + 1);
    }
    if (a.length() == b.length())
    {
        return string;
    }
    else if (a.length() > minl)
    {
        return string + a.substring(minl, a.length());
    }
    else
    {
        return string + b.substring(minl, b.length());
    }
}

",0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,1.0,0.1333329999999999,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0
34,CodeWorkout,"Given a string str, find all places where a three-letter combination starting with ""z"" and ending with ""p"" occurs. Return a string where for all such three-letter sequences, the middle letter has been removed. For example, a string like ""zipXzap"" would produce a result of ""zpXzp"".



##The solution of the given exercise is:
public String zipZap(String str)
{
    String string = new String();
    if (str.length() >= 3)
    {
    	for (int i = 0;  i < str.length() - 2; i++)
    	{
        	if (str.substring(i, i + 1).equals(""z"") && 			str.substring(i + 2, i + 3).equals(""p""))
     	   {
        	    string = string + ""zp"";
            	i = i + 2;
        	}
        	else
        	{
            	string = string + str.substring(i, i + 1);
        	}
    	}
    	if (str.substring(str.length() - 3, str.length() - 2).equals(""z""))
    	{
        	return string;
    	}
    	else
    	{
    		return string + str.substring(str.length() - 2, str.length());
    	}
    }
    else
    {
        return str;
    }
}

",0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.857143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.714286,1.0,1.0,0.285714,1.0,0.0,1.0,0.0,0.0,0.0,0.785714,0.0,0.0,1.0,1.0,0.0
36,CodeWorkout,"Write a function in Java that counts the number of times the string ""code"" appears anywhere in the given string str, except that we'll accept any letter in place of the 'd', so for example, ""cope"" and ""cooe"" count.



##The solution of the given exercise is:
public int countCode(String str)
{
    int cc = 0;
    for (int i = 0; i < str.length() - 3; i++)
    {
        if (str.substring(i, i + 2).equals(""co"") && 
            str.substring(i + 3, i + 4).equals(""e""))
        {
            cc++;
        }
    }
    return cc;
}

",0.0,1.0,0.0,0.0,0.0,0.5882350000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.882353
37,CodeWorkout,"Given two strings, return true if either of the strings appears at the very end of the other string, ignoring upper/lower case differences (in other words, the computation should not be ""case sensitive""). Note: str.toLowerCase() returns the lowercase version of a string.



##The solution of the given exercise is:
public boolean endOther(String a, String b)
{
    int aLen = a.length();
	int bLen = b.length();
	String end;
	String temp;
	a = a.toLowerCase();
	b = b.toLowerCase();
	if(aLen >= bLen)
	{
		end = a.substring(aLen - bLen);
		temp = b;
	}
	else
	{
		end = b.substring(bLen - aLen);
		temp = a;
	}
	return (end.equals(temp));
}

",0.0,1.0,1.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,1.0,0.866667,0.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.866667,0.0,0.866667,0.0
38,CodeWorkout,"Write a function in Java that returns true if the given string str contains an occurrence of the substring ""xyz"" where ""xyz"" is not directly preceded by a period ("".""). For example, ""xxyz"" counts, while ""x.xyz"" does not.



##The solution of the given exercise is:
public boolean xyzThere(String str)
{
    int occ = str.indexOf(""xyz"");
    int occ2 = str.lastIndexOf(""xyz"");
    if (occ == 0)
    {
        return true;
    }
    else if (occ > 0)
    {
        String per = str.substring(occ - 1, occ);
        String per2 = str.substring(occ2 - 1, occ2);
        if (per.equals(""."") && per2.equals("".""))
        {
            return false;
        }
        else
        {
        	return true;
        }
    }
    else
    {
        return false;
    }
    
}

",0.0,1.0,1.0,0.733333,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.533333,1.0,0.0,0.466667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933333,1.0,0.466667,1.0,0.8,0.466667,0.933333,1.0,0.466667,0.533333,0.0,0.6,0.933333,0.0,0.0,0.0,0.733333
39,CodeWorkout,"We'll say that a string is xy-balanced if for all the 'x' characterss in the string, there exists a 'y' character somewhere later in the string. So ""xxy"" is balanced, but ""xyx"" is not. One 'y' can balance multiple 'x's. Return true if the given string is xy-balanced.



##The solution of the given exercise is:
public boolean xyBalance(String str)
{
    int x = str.indexOf(""x"");
    int xy = str.indexOf(""xy"");
    int xxy = str.indexOf(""xxy"");
    int xbby = str.indexOf(""xbby"");
    int lastx = str.lastIndexOf(""x"");
    int length = str.length();
    if (x == -1)
    {
        return true;
    }
    else if (lastx == length - 1)
    {
        return false;
    }    
    else if (xy >= 0 || xxy >= 0 || xbby >= 0)
    {
        return true;
    }
    else
    {
        return false;
    }
}

",0.0,1.0,0.789474,0.0,1.0,0.578947,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.947368,0.8421049999999999,0.631579,0.578947,1.0,0.8947370000000001,0.0,0.0,0.8947370000000001,0.789474,0.368421,1.0,1.0,0.8947370000000001
40,CodeWorkout,"A sandwich is two pieces of bread with something in between. Write a Java method that takes in a string str and returns the string that is between the first and last appearance of ""bread"" in str. Return the empty string """" if there are not two pieces of bread.



##The solution of the given exercise is:
public String getSandwich(String str)
{
    int first = str.indexOf(""bread"");
    int last = str.lastIndexOf(""bread"");
    if((last != -1 ) && (first!=last))
        return (str.substring(first+5,last)) ;
    return """";
}

",0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.461538,0.0,0.0,0.6153850000000001,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.153846,0.0769231,0.0,1.0,0.0,0.0,0.0,0.0
41,CodeWorkout,"Given an array containing three ints, return the sum of all the elements.



##The solution of the given exercise is:
public int sum3(int[] nums)
{
    return nums[0] + nums[1] + nums[2];
}

",0.166667,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
43,CodeWorkout,"Given an int array of any length, return a new array of its first 2 elements. If the array is smaller than length 2, use whatever elements are present.



##The solution of the given exercise is:
public int[] frontPiece(int[] nums)
{
    int[] two;
	if(nums.length >= 2)
	{
		two = new int[2];
		two[0] = nums[0];
		two[1] = nums[1];
	}
	else if(nums.length == 1)
	{
		two = new int[1];
		two[0] = nums[0];
	}
	else
		two = new int[0];
	return two;
}

",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.625,1.0,0.0,0.0,0.0,0.0,1.0
44,CodeWorkout,"Write a function in Java that takes an int array as its parameter and returns the number of even ints it contains. Note: the % ""mod"" operator computes the remainder, e.g. 5 % 2 is 1.



##The solution of the given exercise is:
public int countEvens(int[] nums)
{
    int i = 0;
    int count = 0;
    while (i < nums.length)
    {
    	if (nums[i] % 2 == 0)
    	{
            count++;
        }
        i++;
    }
    return count;
}

",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
45,CodeWorkout,"Given an int array, return the sum of the numbers in the array, except ignore sections of numbers starting with a 6 and extending to the next 7 (every 6 will be followed by at least one 7). Return 0 for no numbers.



##The solution of the given exercise is:
public int sum67(int[] nums)
{
    int sum = 0;
    if (nums.length == 0)
    {
        return 0;
    }
    else
    {
        for (int i = 0; i < nums.length; i++)
        {
            if (nums[i] == 6)
            {
                if (nums[i + 1] == 7)
                {
                    i = i + 1;
                }
                else if (nums[i + 2] == 7)
                {
                    i = i + 2;
                }
                else if (nums[i + 3] == 7)
                {
                    i = i + 3;
                }
                else if (nums[i + 4] == 7)
                {
                    i = i + 4;
                }
            }
            else
            {
                sum = sum + nums[i];
            }
        }
        return sum;
    }
                
}

",0.0,1.0,0.0,0.0,1.0,0.0,0.1333329999999999,1.0,0.0,1.0,1.0,0.1333329999999999,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1333329999999999,0.0,0.0666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.666667,1.0,0.0,0.0,0.1333329999999999,1.0,1.0,0.1333329999999999,1.0,0.0,0.533333
46,CodeWorkout,"We'll say that a value is ""everywhere"" in an array if for every pair of adjacent elements in the array, at least one of the pair is that value. Return true if the given value is everywhere in the array.



##The solution of the given exercise is:
public boolean isEverywhere(int[] nums, int val)
{
    int a = 0;
    for (int i = 0; i < nums.length - 1; i++)
    {
        if (nums[i] == val || nums[i + 1] == val)
        {
            a = a + a;
        }
        else
        {
            a = a + 1;
        }
    }
    return a == 0;
}

",0.0,1.0,0.444444,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.611111,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.555556,0.611111,0.444444,1.0,1.0,0.444444,1.0,1.0,1.0,0.611111,1.0,0.277778,0.0555556,0.0,1.0,1.0,0.0,1.0,0.0,0.0
48,CodeWorkout,"Given an int[] array, write a function that returns an array where all the 10's have been removed. The remaining elements should shift left towards the start of the array as needed, and the empty spaces at the end of the array should be set to 0. So {1, 10, 10, 2} yields {1, 2, 0, 0}. You may modify and return the given array or make a new array.



##The solution of the given exercise is:
public int[] withoutTen(int[] nums)
{
    int[] arr = new int[nums.length];
    int j = 0;
    for (int i = 0; i < nums.length; i++)
    {
        if (nums[i] != 10)
        {
            arr[j] = nums[i];
            j++;
        }
    }
    return arr;
}

",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
49,CodeWorkout,"Write a function in Java that takes an array and returns the sum of the numbers in the array, or 0 if the array is empty. Except the number 13 is very unlucky, so it does not count any 13, or any number that immediately follows a 13.



##The solution of the given exercise is:
public int sum13(int[] nums)
{
    int sum = 0;
    for (int i = 0; i < nums.length; i++)
    {
        if (i < nums.length)
        {
            if (nums[i] == 13)
        	{
            	i++;
        	}
            else
            {
                sum = sum + nums[i];
            }
        }
        else
        {
            if (nums[i] == 13)
        	{
            	sum = sum + 0;
        	}
            else
            {
                sum = sum + nums[i];
            }
        }
    }
    return sum;
}

",0.411765,1.0,0.0,0.529412,1.0,0.0,0.882353,1.0,1.0,1.0,1.0,0.5882350000000001,1.0,0.0,1.0,0.5882350000000001,0.0,0.0,1.0,0.5882350000000001,0.764706,1.0,0.411765,1.0,1.0,1.0,1.0,0.411765,1.0,1.0,1.0,0.882353,0.764706,0.0,1.0,0.0,0.411765,0.0,1.0,1.0
51,CodeWorkout,"For each multiple of 10 in the given array, change all the values following it to be that multiple of 10, until encountering another multiple of 10. So {2, 10, 3, 4, 20, 5} yields {2, 10, 10, 10, 20, 20}.



##The solution of the given exercise is:
public int[] tenRun(int[] nums)
{
    int x = -1;
	for(int i = 0; i < nums.length; i++)
	{
		if(nums[i] % 10 == 0)
			x = nums[i];
		else if(x != -1)
			nums[i] = x;
	}
	return nums;
}

",0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.307692,1.0,0.538462,1.0,1.0,0.0,1.0,0.923077,1.0,1.0,1.0,1.0,0.0,0.384615,0.923077,1.0,0.384615,1.0,0.6153850000000001,1.0,1.0,0.0,1.0,0.0,0.923077
56,CodeWorkout,"Return the centered average of an array of ints, which we'll say is the mean average of the values, except ignoring the largest and smallest values in the array. If there are multiple copies of the smallest value, ignore just one copy, and likewise for the largest value. Use int division to produce the final average. You may assume that the array has a length of 3 or more.



##The solution of the given exercise is:
public int centeredAverage(int[] nums)
{
    int max = nums[0];
    int min = nums[0];
    int sum = 0;
    for (int i = 0; i < nums.length; i++)
    {
        if (nums[i] > max)
        {
            max = nums[i];
        }
        else if (nums[i] < min)
        {
            min = nums[i];
        }
        sum = sum + nums[i];
    }
    return (sum - min - max)/(nums.length - 2);
}

",0.857143,1.0,1.0,0.0,0.857143,0.238095,1.0,1.0,1.0,0.0,1.0,0.238095,1.0,1.0,1.0,0.0,1.0,1.0,0.857143,0.0,0.0,0.190476,0.666667,1.0,1.0,0.1428569999999999,1.0,1.0,1.0,0.0,1.0,0.0,0.857143,0.0,1.0,0.0,0.0,1.0,0.0,1.0
57,CodeWorkout,"Given a number n, create and return a new int array of length n, containing the numbers 0, 1, 2, ... n-1. The given n may be 0, in which case just return a length 0 array. You do not need a separate if statement for the length-0 case; the for loop should naturally execute 0 times in that case, so it just works. The syntax to make a new int array is new int[desired_length].



##The solution of the given exercise is:
public int[] fizzArray(int n)
{
    int[] arr = new int[n];
    for (int i = 0; i < n; i++)
    {
        arr[i] = i;
    }
    return arr;
}

",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,1.0,0.2,1.0
